Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Year
Justin Termine,Sirius Radio,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)","Beverley, Patrick (LAC)","Siakam, Pascal (TOR)","Tucker, PJ (HOU)","Embiid, Joel (PHI)","Thompson, Klay (GSW)","Bledsoe, Eric (MIL)",2018
Flavio Tranquillo,Sky Italia,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)","Thompson, Klay (GSW)","Davis, Ed (BKN)","Covington, Robert (MIN)","Turner, Myles (IND)","Harris, Gary (DEN)","Green, Danny (TOR)",2018
Olgun Uluc,Fox Sports Australia,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Holiday, Jrue (NOP)","Bledsoe, Eric (MIL)","Leonard, Kawhi (TOR)","Ingles, Joe (UTA)","Embiid, Joel (PHI)","Thompson, Klay (GSW)","Green, Danny (TOR)",2018
Joe Vardon,The Athletic,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Gobert, Rudy (UTA)","Beverley, Patrick (LAC)","Thompson, Klay (GSW)","Davis, Anthony (NOP)","Young, Thaddeus (IND)","Embiid, Joel (PHI)","Smart, Marcus (BOS)","Westbrook, Russell (OKC)",2018
Matt Velazquez,Milwaukee Journal Sentinel,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Gobert, Rudy (UTA)","Bledsoe, Eric (MIL)","Smart, Marcus (BOS)","Leonard, Kawhi (TOR)","Turner, Myles (IND)","Embiid, Joel (PHI)","Thompson, Klay (GSW)","Holiday, Jrue (NOP)",2018
Andre Voigt,DAZN,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Green, Danny (TOR)","Paul, Chris (HOU)","Siakam, Pascal (TOR)","Tucker, PJ (HOU)","Embiid, Joel (PHI)","Iguodala, Andre (GSW)","Holiday, Jrue (NOP)",2018
Richard Walker,Gaston Gazette,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)","Brogdon, Malcolm (MIL)","Ingles, Joe (UTA)","Siakam, Pascal (TOR)","Embiid, Joel (PHI)","Mitchell, Donovan (UTA)","Lowry, Kyle (TOR)",2018
Gary Washburn,Boston Globe,"George, Paul (OKC)","Tucker, PJ (HOU)","Gobert, Rudy (UTA)","Beverley, Patrick (LAC)","Smart, Marcus (BOS)","Green, Draymond (GSW)","Antetokounmpo, Giannis (MIL)","Turner, Myles (IND)","Holiday, Jrue (NOP)","Butler, Jimmy (PHI)",2018
Michael Wilbon,ESPN,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)","Bledsoe, Eric (MIL)","Green, Draymond (GSW)","Turner, Myles (IND)","Embiid, Joel (PHI)","Mitchell, Donovan (UTA)","Brogdon, Malcolm (MIL)",2018
Brian Windhorst,ESPN,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Gobert, Rudy (UTA)","Bledsoe, Eric (MIL)","Smart, Marcus (BOS)","Tucker, PJ (HOU)","Green, Draymond (GSW)","Embiid, Joel (PHI)","Thompson, Klay (GSW)","Holiday, Jrue (NOP)",2018
Matt Winer,Turner Sports,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)","Thompson, Klay (GSW)","Siakam, Pascal (TOR)","Green, Draymond (GSW)","Embiid, Joel (PHI)","Holiday, Jrue (NOP)","Beverley, Patrick (LAC)",2018
Ryan Wolstat,Toronto Sun,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Green, Danny (TOR)","Holiday, Jrue (NOP)","Tucker, PJ (HOU)","Green, Draymond (GSW)","Embiid, Joel (PHI)","Smart, Marcus (BOS)","Bledsoe, Eric (MIL)",2018
Eric Woodyard,Deseret News,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Beverley, Patrick (LAC)","Smart, Marcus (BOS)","Tucker, PJ (HOU)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Thompson, Klay (GSW)","Holiday, Jrue (NOP)",2018
Royce Young,ESPN,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Gobert, Rudy (UTA)","Green, Danny (TOR)","Holiday, Jrue (NOP)","Green, Draymond (GSW)","Tucker, PJ (HOU)","Turner, Myles (IND)","Richardson, Josh (MIA)","Beverley, Patrick (LAC)",2018
Weiping Zhang,CCTV,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Gobert, Rudy (UTA)","Butler, Jimmy (PHI)","Holiday, Jrue (NOP)","Leonard, Kawhi (TOR)","Green, Draymond (GSW)","Turner, Myles (IND)","Green, Danny (TOR)","Conley, Mike (MEM)",2018
Jeff Zillgitt,USA Today,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Gobert, Rudy (UTA)","Bledsoe, Eric (MIL)","Smart, Marcus (BOS)","Millsap, Paul (DEN)","Green, Draymond (GSW)","Turner, Myles (IND)","Thompson, Klay (GSW)","Green, Danny (TOR)",2018
