Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Year,Award
Sam Amick,USA Today,"Covington, Robert (PHI)","Davis, Anthony (NOP)","Gobert, Rudy (UTA)","Butler, Jimmy (MIN)","Murray, Dejounte (SAS)","Green, Draymond (GSW)","Horford, Al (BOS)","Embiid, Joel (PHI)","Oladipo, Victor (IND)","Paul, Chris (HOU)",2018,All-Defensive
Scott Bordow,Arizona Republic,"Tucker, PJ (HOU)","Durant, Kevin (GSW)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)","Simmons, Ben (PHI)","Horford, Al (BOS)","Brown, Jaylen (BOS)","Davis, Anthony (NOP)","Roberson, Andre (OKC)","Oladipo, Victor (IND)",2018,All-Defensive
Sean Deveney,The Sporting News,"George, Paul (OKC)","Horford, Al (BOS)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)","Oladipo, Victor (IND)","James, LeBron (CLE)","Davis, Anthony (NOP)","Embiid, Joel (PHI)","Thompson, Klay (GSW)","Lowry, Kyle (TOR)",2018,All-Defensive
Sekou Smith,NBA.com,"George, Paul (OKC)","Davis, Anthony (NOP)","Gobert, Rudy (UTA)","Holiday, Jrue (NOP)","Oladipo, Victor (IND)","Durant, Kevin (GSW)","Horford, Al (BOS)","Embiid, Joel (PHI)","Murray, Dejounte (SAS)","Butler, Jimmy (MIN)",2018,All-Defensive
Sherrod Blakely,NBC Sports Boston,"Covington, Robert (PHI)","Green, Draymond (GSW)","Gobert, Rudy (UTA)","Oladipo, Victor (IND)","Murray, Dejounte (SAS)","Horford, Al (BOS)","Davis, Anthony (NOP)","Embiid, Joel (PHI)","Paul, Chris (HOU)","Butler, Jimmy (MIN)",2018,All-Defensive
Stefan Bondy,New York Daily News,"Brown, Jaylen (BOS)","Green, Draymond (GSW)","Gobert, Rudy (UTA)","Oladipo, Victor (IND)","Holiday, Jrue (NOP)","Covington, Robert (PHI)","Davis, Anthony (NOP)","Embiid, Joel (PHI)","Butler, Jimmy (MIN)","Murray, Dejounte (SAS)",2018,All-Defensive
Steve Aschburner,NBA.com,"Davis, Anthony (NOP)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Oladipo, Victor (IND)","Paul, Chris (HOU)","Green, Draymond (GSW)","Butler, Jimmy (MIN)","Embiid, Joel (PHI)","Holiday, Jrue (NOP)","Smart, Marcus (BOS)",2018,All-Defensive
Steve Smith,Turner,"Davis, Anthony (NOP)","Covington, Robert (PHI)","Gobert, Rudy (UTA)","Holiday, Jrue (NOP)","Oladipo, Victor (IND)","Green, Draymond (GSW)","Horford, Al (BOS)","Embiid, Joel (PHI)","Paul, Chris (HOU)","Butler, Jimmy (MIN)",2018,All-Defensive
Thales Soares,Globoesporte.com,"Davis, Anthony (NOP)","Durant, Kevin (GSW)","Gobert, Rudy (UTA)","Oladipo, Victor (IND)","Brown, Jaylen (BOS)","George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","Paul, Chris (HOU)",2018,All-Defensive
Tim Reynolds,Associated Press,"Davis, Anthony (NOP)","Butler, Jimmy (MIN)","Gobert, Rudy (UTA)","Richardson, Josh (MIA)","Thompson, Klay (GSW)","Durant, Kevin (GSW)","Green, Draymond (GSW)","Drummond, Andre (DET)","Paul, Chris (HOU)","Holiday, Jrue (NOP)",2018,All-Defensive
TJ Manotoc,ABS-CBN,"Davis, Anthony (NOP)","Durant, Kevin (GSW)","Gobert, Rudy (UTA)","Butler, Jimmy (MIN)","Murray, Dejounte (SAS)","Green, Draymond (GSW)","George, Paul (OKC)","Embiid, Joel (PHI)","Oladipo, Victor (IND)","Paul, Chris (HOU)",2018,All-Defensive
Tony Jones,Salt Lake Tribune,"Davis, Anthony (NOP)","Horford, Al (BOS)","Gobert, Rudy (UTA)","Holiday, Jrue (NOP)","Simmons, Ben (PHI)","Green, Draymond (GSW)","George, Paul (OKC)","Embiid, Joel (PHI)","Richardson, Josh (MIA)","Paul, Chris (HOU)",2018,All-Defensive
Vincent Goodwill,NBC Sports Chicago,"George, Paul (OKC)","Davis, Anthony (NOP)","Gobert, Rudy (UTA)","Oladipo, Victor (IND)","Paul, Chris (HOU)","Horford, Al (BOS)","Green, Draymond (GSW)","Embiid, Joel (PHI)","Butler, Jimmy (MIN)","Holiday, Jrue (NOP)",2018,All-Defensive
Weiping Zhang,CCTV,"Covington, Robert (PHI)","Green, Draymond (GSW)","Gobert, Rudy (UTA)","Murray, Dejounte (SAS)","Oladipo, Victor (IND)","George, Paul (OKC)","Horford, Al (BOS)","Embiid, Joel (PHI)","Holiday, Jrue (NOP)","Paul, Chris (HOU)",2018,All-Defensive
Will Guillory,New Orleans Times-Picayune,"Tucker, PJ (HOU)","Davis, Anthony (NOP)","Gobert, Rudy (UTA)","Oladipo, Victor (IND)","Holiday, Jrue (NOP)","Horford, Al (BOS)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Butler, Jimmy (MIN)","Murray, Dejounte (SAS)",2018,All-Defensive
Xavier Vaution,BeIn Sport,"George, Paul (OKC)","Davis, Anthony (NOP)","Gobert, Rudy (UTA)","Oladipo, Victor (IND)","Smart, Marcus (BOS)","Butler, Jimmy (MIN)","Green, Draymond (GSW)","Embiid, Joel (PHI)","Murray, Dejounte (SAS)","Thompson, Klay (GSW)",2018,All-Defensive
Yoko Miyaji,Sports Graphic Number,"Davis, Anthony (NOP)","Butler, Jimmy (MIN)","Gobert, Rudy (UTA)","Murray, Dejounte (SAS)","Oladipo, Victor (IND)","Covington, Robert (PHI)","Horford, Al (BOS)","Embiid, Joel (PHI)","Holiday, Jrue (NOP)","Paul, Chris (HOU)",2018,All-Defensive
Zach Lowe,ESPN.com,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (NOP)","Gobert, Rudy (UTA)","Paul, Chris (HOU)","Oladipo, Victor (IND)","Covington, Robert (PHI)","Green, Draymond (GSW)","Embiid, Joel (PHI)","Richardson, Josh (MIA)","Holiday, Jrue (NOP)",2018,All-Defensive
